model,forcing,initial_condition,tag,beaker_id,wandb_id
ACE2-SOM-increasing-co2-RS3,2xCO2,ic3,,01JDGMFS2Y02K8YRNMEK01CKFA,ai2cm/ace-som/9l5gxddn
ACE2-SOM-increasing-co2-RS3,2xCO2,ic4,,01JDGMFYZ5XSJ46P7C1J0BP38C,ai2cm/ace-som/6fs73dxw
ACE2-SOM-increasing-co2-RS3,2xCO2,ic5,,01JDGMG4JV2J8WV13W1D54ES59,ai2cm/ace-som/59y5xnj0
ACE2-SOM-increasing-co2-RS3,3xCO2,ic1,,01JDGMGAMS1HRZ80CWGE95VDJD,ai2cm/ace-som/y5t9icxk
ACE2-SOM-increasing-co2-RS3,3xCO2,ic2,,01JDGMGFVXDABVDF00X226THWJ,ai2cm/ace-som/iw2r6dnk
ACE2-SOM-increasing-co2-RS3,3xCO2,ic3,,01JDGMGNF4W1B7H1E0DDCWY0CX,ai2cm/ace-som/v4otdr0t
ACE2-SOM-increasing-co2-RS3,3xCO2,ic4,,01JDGMGVFX4AXSPZR0S7GJ8EGN,ai2cm/ace-som/g9qvdiw3
ACE2-SOM-increasing-co2-RS3,3xCO2,ic5,,01JDGMH0NECDYDY1YJG7F6ZMWT,ai2cm/ace-som/1mu0akzk
ACE2-SOM-increasing-co2-RS3,4xCO2,ic1,,01JDGMH5RXEA0QX7YSMTJQEXA4,ai2cm/ace-som/3qi9butj
ACE2-SOM-increasing-co2-RS3,4xCO2,ic2,,01JDGMHAZG8G7NYAR55FZXZ4VB,ai2cm/ace-som/mkpyw3hp
ACE2-SOM-increasing-co2-RS3,4xCO2,ic3,,01JDGMHGFTPF655ASV66EHD91Q,ai2cm/ace-som/phjxfv0y
ACE2-SOM-increasing-co2-RS3,4xCO2,ic4,,01JDGMHNXGN0G6G5KATA7J7GVM,ai2cm/ace-som/f88ve1uh
ACE2-SOM-increasing-co2-RS3,4xCO2,ic5,,01JDGMHVG862XHYWFEH4JZR61W,ai2cm/ace-som/n8m0bxux
SHiELD-SOM-C24-tuned-cdmbgwd,increasing-CO2,,,01JDSR19KEQ6V20XKFVAFRQW5T,ai2cm/ace-som/pnmnkuus
SHiELD-SOM-C96,increasing-CO2,,,01JDGANES8K95ZF4XED78S2KR1,ai2cm/ace-som/0znb4say
ACE2-SOM-multi-climate-RS0,increasing-CO2,,,01JDGAMBN8NJH4Z140MN2D17TR,ai2cm/ace-som/4ayel7f3
ACE2-SOM-multi-climate-RS1,increasing-CO2,,,01JDGAMFY4PE306JN1QR4XW2P3,ai2cm/ace-som/zqnphd5d
ACE2-SOM-multi-climate-RS2,increasing-CO2,,,01JDGAMM7A4M8B41Y6H71F1A8W,ai2cm/ace-som/t1drx1bd
ACE2-SOM-multi-climate-RS3,increasing-CO2,,,01JDGAMRNMDZTZNQJBDRAS4XC5,ai2cm/ace-som/mnxbywia
ACE2-SOM-increasing-co2-RS0,increasing-CO2,,,01JDGAMX2PQK2YBHMV0GBG3HR8,ai2cm/ace-som/g7pkzxgt
ACE2-SOM-increasing-co2-RS1,increasing-CO2,,,01JDGAN1EDSRYDMSSWTM6R4Y9Q,ai2cm/ace-som/w479o72w
ACE2-SOM-increasing-co2-RS2,increasing-CO2,,,01JDGAN5S8C0YN5J8TP3KA00S0,ai2cm/ace-som/l9712tv6
ACE2-SOM-increasing-co2-RS3,increasing-CO2,,,01JDGANA79NSAMNCK5B6AG6MWD,ai2cm/ace-som/3e2ii6cg
SHiELD-SOM-C24-tuned-cdmbgwd,1xCO2,ic1,extreme-precipitation,01JDMJ1RCFGRCE6MC0ZJZA5HHS,ai2cm/ace-som/fu6onoph
SHiELD-SOM-C24-tuned-cdmbgwd,1xCO2,ic2,extreme-precipitation,01JDMJ28JDP206Y5FPPQMPAVSC,ai2cm/ace-som/lvt7lavq
SHiELD-SOM-C24-tuned-cdmbgwd,1xCO2,ic3,extreme-precipitation,01JDMJ2RQZXKSF2EENZ4C4640H,ai2cm/ace-som/cq3stxxu
SHiELD-SOM-C24-tuned-cdmbgwd,1xCO2,ic4,extreme-precipitation,01JDMJ392KQWB3K9XYR08X4NX0,ai2cm/ace-som/i2o0lutt
SHiELD-SOM-C24-tuned-cdmbgwd,1xCO2,ic5,extreme-precipitation,01JDMJ3SGDK1PD6308JVPVRTE2,ai2cm/ace-som/rai63nrc
SHiELD-SOM-C24-tuned-cdmbgwd,2xCO2,ic1,extreme-precipitation,01JDMJ1WA42WNEBCCB1NB3VAS8,ai2cm/ace-som/1kdoqgm6
SHiELD-SOM-C24-tuned-cdmbgwd,2xCO2,ic2,extreme-precipitation,01JDMJ2CJ15KZD9ZNVVFNFPKN3,ai2cm/ace-som/eyjoxkiw
SHiELD-SOM-C24-tuned-cdmbgwd,2xCO2,ic3,extreme-precipitation,01JDMJ2WXVM6F0S8YPDAQD4XHC,ai2cm/ace-som/w8sxwndy
SHiELD-SOM-C24-tuned-cdmbgwd,2xCO2,ic4,extreme-precipitation,01JDMJ3D42QW40EV5HFCZVCQ4G,ai2cm/ace-som/96icp5sq
SHiELD-SOM-C24-tuned-cdmbgwd,2xCO2,ic5,extreme-precipitation,01JDMJ3XN3ZTVER3BKM60FCZ6K,ai2cm/ace-som/y8peqek9
SHiELD-SOM-C24-tuned-cdmbgwd,3xCO2,ic1,extreme-precipitation,01JDMJ20BT2KKDJADDQ0E7FP1Y,ai2cm/ace-som/p7he9g5i
SHiELD-SOM-C24-tuned-cdmbgwd,3xCO2,ic2,extreme-precipitation,01JDMJ2GPBB0TBRQKNCJHAPN10,ai2cm/ace-som/x2w2j7hp
SHiELD-SOM-C24-tuned-cdmbgwd,3xCO2,ic3,extreme-precipitation,01JDMJ30YD7FAP6KVT8Q5958N2,ai2cm/ace-som/p4m6k9mr
SHiELD-SOM-C24-tuned-cdmbgwd,3xCO2,ic4,extreme-precipitation,01JDMJ3H9NCM2JYFEC12V6T9SR,ai2cm/ace-som/vovjhnzx
SHiELD-SOM-C24-tuned-cdmbgwd,3xCO2,ic5,extreme-precipitation,01JDMJ41Q0S3SXGY4EBB1DP2EP,ai2cm/ace-som/dbpsgb8w
SHiELD-SOM-C24-tuned-cdmbgwd,4xCO2,ic1,extreme-precipitation,01JDMJ24H4GSP0XH8QNT08CSHP,ai2cm/ace-som/esatunsy
SHiELD-SOM-C24-tuned-cdmbgwd,4xCO2,ic2,extreme-precipitation,01JDMJ2MN29TPB71317JCQWT4K,ai2cm/ace-som/h0p1bdn7
SHiELD-SOM-C24-tuned-cdmbgwd,4xCO2,ic3,extreme-precipitation,01JDMJ34Z8VGAGKZJHX160ZANS,ai2cm/ace-som/nqpseol0
SHiELD-SOM-C24-tuned-cdmbgwd,4xCO2,ic4,extreme-precipitation,01JDMJ3NCEHWAMQJ08DP38RFN3,ai2cm/ace-som/dexod51z
SHiELD-SOM-C24-tuned-cdmbgwd,4xCO2,ic5,extreme-precipitation,01JDMJ45SERRMZM204FDR5WRCW,ai2cm/ace-som/rs380k6o
SHiELD-SOM-C96,1xCO2,ic1,extreme-precipitation,01JDJKYVQ0DW5RD8D64BV77X03,ai2cm/ace-som/f4qe4r3s
SHiELD-SOM-C96,1xCO2,ic2,extreme-precipitation,01JDJKZBJK5P0M2FDMR0JBHTBT,ai2cm/ace-som/i5m9diai
SHiELD-SOM-C96,1xCO2,ic3,extreme-precipitation,01JDJKZVQTZN6CRRZ7MZ0AEDTG,ai2cm/ace-som/boyumuq9
SHiELD-SOM-C96,1xCO2,ic4,extreme-precipitation,01JDJM0BVM4YXYEM872M1XZZB4,ai2cm/ace-som/bu5ph5qy
SHiELD-SOM-C96,1xCO2,ic5,extreme-precipitation,01JDJM0WX63VMXFTP13EBV5NGJ,ai2cm/ace-som/2d31293a
SHiELD-SOM-C96,2xCO2,ic1,extreme-precipitation,01JDJKYZSBW5NXSEZ3WBF1YR8R,ai2cm/ace-som/xevoc2ys
SHiELD-SOM-C96,2xCO2,ic2,extreme-precipitation,01JDJKZFHDXZF1MZE3G4DTHPD3,ai2cm/ace-som/4b7ikns3
SHiELD-SOM-C96,2xCO2,ic3,extreme-precipitation,01JDJKZZQTV2E2FXGSVQKMPSMN,ai2cm/ace-som/pt3jw8cs
SHiELD-SOM-C96,2xCO2,ic4,extreme-precipitation,01JDJM0GRJS22VPZRK6X1SXGF3,ai2cm/ace-som/w3gvbayh
SHiELD-SOM-C96,2xCO2,ic5,extreme-precipitation,01JDJM116JE6RJVMRZWKH1GF5X,ai2cm/ace-som/ld5ot1dp
SHiELD-SOM-C96,3xCO2,ic1,extreme-precipitation,01JDJKZ3QPA492CM9WT3NTYX12,ai2cm/ace-som/nntzib0y
SHiELD-SOM-C96,3xCO2,ic2,extreme-precipitation,01JDJKZKKSM5T5JG8WSWXTC6J1,ai2cm/ace-som/arnqbnm1
SHiELD-SOM-C96,3xCO2,ic3,extreme-precipitation,01JDJM03TSS16TS3R9GHABEF9C,ai2cm/ace-som/znlgjyy0
SHiELD-SOM-C96,3xCO2,ic4,extreme-precipitation,01JDJM0MVKRJG272F03RS2FJTE,ai2cm/ace-som/ca1zynyj
SHiELD-SOM-C96,3xCO2,ic5,extreme-precipitation,01JDJM15A5477NAXVWK4STTMF1,ai2cm/ace-som/1emq3yvx
SHiELD-SOM-C96,4xCO2,ic1,extreme-precipitation,01JDJKZ7N7TXCQ8TPEB1G84B0H,ai2cm/ace-som/xavojny9
SHiELD-SOM-C96,4xCO2,ic2,extreme-precipitation,01JDJKZQMTT147W11KNRZ5MSWE,ai2cm/ace-som/vx3t47oe
SHiELD-SOM-C96,4xCO2,ic3,extreme-precipitation,01JDJM07T3DZQC82NMZ8AE9QHG,ai2cm/ace-som/gvaxpomh
SHiELD-SOM-C96,4xCO2,ic4,extreme-precipitation,01JDJM0RWGCRC4H98RVF74X3VT,ai2cm/ace-som/py0x7rpi
SHiELD-SOM-C96,4xCO2,ic5,extreme-precipitation,01JDJM19AMM54EN10G8X8T0GB1,ai2cm/ace-som/p84t3mhk
ACE2-SOM-multi-climate-RS3,1xCO2,ic1,extreme-precipitation,01JDJKVVF7V2BYB31P254AKZ39,ai2cm/ace-som/3abv8f3u
ACE2-SOM-multi-climate-RS3,1xCO2,ic2,extreme-precipitation,01JDJKW0717SSGT0X5VEJACGV9,ai2cm/ace-som/vh21tabh
ACE2-SOM-multi-climate-RS3,1xCO2,ic3,extreme-precipitation,01JDJKW50B0Y7PWE16D0KR2XEH,ai2cm/ace-som/0bphcjyj
ACE2-SOM-multi-climate-RS3,1xCO2,ic4,extreme-precipitation,01JDJKW9W4T619JSB4TJ4BENCA,ai2cm/ace-som/1l9m61hn
ACE2-SOM-multi-climate-RS3,1xCO2,ic5,extreme-precipitation,01JDJKWF6209BB7PPCNTDT4AMY,ai2cm/ace-som/4jwe78se
ACE2-SOM-multi-climate-RS3,2xCO2,ic1,extreme-precipitation,01JDJKWKVHPJRBH049KT5QKYAR,ai2cm/ace-som/bl61megz
ACE2-SOM-multi-climate-RS3,2xCO2,ic2,extreme-precipitation,01JDJKWRMJM2T00PYK4B69Q97E,ai2cm/ace-som/va1ywjns
ACE2-SOM-multi-climate-RS3,2xCO2,ic3,extreme-precipitation,01JDJKWXDVZMYEJ28DT5EFZS0K,ai2cm/ace-som/37pq8gpy
ACE2-SOM-multi-climate-RS3,2xCO2,ic4,extreme-precipitation,01JDJKX284H3W5P4QF3HKTQZCR,ai2cm/ace-som/ezd0yc7o
ACE2-SOM-multi-climate-RS3,2xCO2,ic5,extreme-precipitation,01JDJKX70BG77WDKDW6VWP0WXW,ai2cm/ace-som/b6rh8ru6
ACE2-SOM-multi-climate-RS3,3xCO2,ic1,extreme-precipitation,01JDJKXBRP1CYQ15SZGTCXZWPE,ai2cm/ace-som/u7nacen5
ACE2-SOM-multi-climate-RS3,3xCO2,ic2,extreme-precipitation,01JDJKXHFF6E10RAYFDZ2YNBMV,ai2cm/ace-som/1brg6jh8
ACE2-SOM-multi-climate-RS3,3xCO2,ic3,extreme-precipitation,01JDJKXP70Z209NGYN8Z4XJASQ,ai2cm/ace-som/e3gsrz01
ACE2-SOM-multi-climate-RS3,3xCO2,ic4,extreme-precipitation,01JDJKXV0VPKAQ8DPVQRY8AJBY,ai2cm/ace-som/ttg95pqg
ACE2-SOM-multi-climate-RS3,3xCO2,ic5,extreme-precipitation,01JDJKXZS6JPR1SMD8WEH4HZZX,ai2cm/ace-som/685wjdiz
ACE2-SOM-multi-climate-RS3,4xCO2,ic1,extreme-precipitation,01JDJKY4KPD7M772RAG8CTWFF6,ai2cm/ace-som/enhcav2h
ACE2-SOM-multi-climate-RS3,4xCO2,ic2,extreme-precipitation,01JDJKY9CJKHW0E3GJ1T02FB0G,ai2cm/ace-som/yjpiwn0l
ACE2-SOM-multi-climate-RS3,4xCO2,ic3,extreme-precipitation,01JDJKYE4FH0H0Q9TPFGZ5A966,ai2cm/ace-som/mapy5tub
ACE2-SOM-multi-climate-RS3,4xCO2,ic4,extreme-precipitation,01JDJKYK0416S794595B42S0QN,ai2cm/ace-som/aaeagc2q
ACE2-SOM-multi-climate-RS3,4xCO2,ic5,extreme-precipitation,01JDJKYQSYJVA6VR3BMG024RFT,ai2cm/ace-som/wf369d5z
SHiELD-SOM-C24-tuned-cdmbgwd,abrupt-4xCO2,,,01JDYWH4DFQZMGHQWXW6JTQ2WR,ai2cm/ace-som/095nqcfs
SHiELD-SOM-C96,abrupt-4xCO2,,,01JDYWH03D9GBWT6AH89P2K4WF,ai2cm/ace-som/2y4gdfen
ACE2-SOM-multi-climate-RS3,abrupt-4xCO2,,,01JDYWGVQ1J927641DKD6PRN06,ai2cm/ace-som/bl2derip
SHiELD-SOM-C24-tuned-cdmbgwd,abrupt-4xCO2,,abbreviated,01JDYWHHCEYQQAPG4V4D47WGBC,ai2cm/ace-som/nmvnkx15
SHiELD-SOM-C96,abrupt-4xCO2,,abbreviated,01JDYWHD2MT2MADG1KGP91PKD4,ai2cm/ace-som/8ohkely0
ACE2-SOM-multi-climate-RS3,abrupt-4xCO2,,abbreviated,01JDYWH8N10V39N6XGAR84YWEJ,ai2cm/ace-som/g80h8dhq
ACE2-SOM-multi-climate-RS0,radiation-multi-calls,,,01JDZBS073NMXW03FQC53TC7AA,ai2cm/ace-som/c0swqxic
ACE2-SOM-multi-climate-RS1,radiation-multi-calls,,,01JDZBS4KGGRJ4HJ46FV4DMCP8,ai2cm/ace-som/6ha4h5sf
ACE2-SOM-multi-climate-RS2,radiation-multi-calls,,,01JDZBS8TR085W48E2S305BGSV,ai2cm/ace-som/nz9l03q3
ACE2-SOM-multi-climate-RS3,radiation-multi-calls,,,01JDZAZKEYYKD1C31E0K9NGW3W,ai2cm/ace-som/onrh6dhb
ACE2-SOM-increasing-co2-RS0,radiation-multi-calls,,,01JDZBSFWK7YEN4F46G273C9NS,ai2cm/ace-som/s4fdrjyc
ACE2-SOM-increasing-co2-RS1,radiation-multi-calls,,,01JDZBSM6M44G5YPDNMWTHBP6B,ai2cm/ace-som/ukzx6rrj
ACE2-SOM-increasing-co2-RS2,radiation-multi-calls,,,01JDZBSSHW0SCT2MNVHS3D0WFC,ai2cm/ace-som/z7dzko2w
ACE2-SOM-increasing-co2-RS3,radiation-multi-calls,,,01JDZBSYE6FH2NC9949CTJR3EH,ai2cm/ace-som/a9bsdjbg
